max_ram_mib,workload,n,running,batch_ms_median,fp_mib,held_mib,guest_avail_mib,psi_some,errors_cum
65536,idle,620,620,471,8432,55044,2524,0.00,0
65536,idle,630,630,466,8521,55044,2415,0.00,0
65536,idle,640,640,473,8604,55044,2336,0.00,0
65536,idle,650,650,477,8693,54525,2764,0.00,0
65536,idle,660,660,493,8794,54525,2667,0.00,0
65536,idle,670,670,468,8868,54525,2598,0.00,0
65536,idle,680,676,468,8948,54525,2544,0.00,4
65536,nginx,10,10,458,2819,0,62708,0.00,0
65536,nginx,20,20,486,2987,0,62581,0.00,0
65536,nginx,30,30,477,3526,0,62181,0.00,0
65536,nginx,40,40,451,3763,0,61966,0.00,0
65536,nginx,50,50,458,3967,0,61775,0.00,0
65536,nginx,60,60,459,4193,0,61540,0.00,0
65536,nginx,70,70,460,4417,0,61350,0.00,0
65536,nginx,80,80,456,4646,58521,2626,0.00,0
65536,nginx,90,90,452,4855,58521,2391,0.00,0
65536,nginx,100,100,465,5103,57953,2701,0.00,0
65536,nginx,110,110,450,5361,57953,2480,0.00,0
65536,nginx,120,120,460,5567,57953,2327,0.00,0
65536,nginx,130,130,464,5758,57426,2622,0.00,0
65536,nginx,140,140,443,5999,57426,2416,0.00,0
65536,nginx,150,150,463,6175,57426,2260,0.00,0
65536,nginx,160,160,454,6400,56908,2538,0.00,0
65536,nginx,170,170,462,6627,56908,2316,0.00,0
65536,nginx,180,180,458,6818,56371,2654,0.00,0
65536,nginx,190,190,457,7062,56371,2414,0.00,0
65536,nginx,200,200,465,7252,56371,2244,0.00,0
65536,nginx,210,210,460,7489,55853,2530,0.00,0
65536,nginx,220,220,456,7702,55853,2350,0.00,0
65536,nginx,230,230,460,7925,55339,2619,0.00,0
65536,nginx,240,240,462,8146,55339,2403,0.00,0
65536,nginx,250,250,454,8345,54798,2724,0.00,0
65536,nginx,260,260,470,8599,54798,2496,0.00,0
65536,nginx,270,270,456,8818,54798,2326,0.00,0
65536,nginx,280,280,454,9016,54283,2641,0.00,0
65536,nginx,290,290,471,9265,54283,2393,0.00,0
65536,nginx,300,300,461,9463,54283,2203,0.00,0
65536,nginx,310,310,476,9691,53723,2537,0.00,0
65536,nginx,320,320,456,9924,53723,2342,0.00,0
65536,nginx,330,330,553,10120,53185,2695,0.00,0
65536,nginx,340,340,549,10350,53185,2457,0.00,0
65536,nginx,350,350,538,10548,53185,2299,0.00,0
65536,nginx,360,360,537,10785,52610,2595,0.00,0
65536,nginx,370,370,551,11026,52610,2403,0.00,0
65536,nginx,380,380,556,11248,52053,2759,0.00,0
65536,nginx,390,390,472,11469,52053,2556,0.00,0
65536,nginx,400,400,467,11686,52053,2356,0.00,0
65536,nginx,410,410,463,11887,51446,2738,0.00,0
65536,nginx,420,420,476,12151,51446,2500,0.00,0
65536,nginx,430,430,454,12353,51446,2345,0.00,0
65536,nginx,440,440,467,12542,50835,2712,0.00,0
65536,nginx,450,450,482,12775,50835,2519,0.00,0
65536,nginx,460,460,463,12996,50835,2340,0.00,0
65536,nginx,470,470,469,13203,50311,2668,0.00,0
65536,nginx,480,480,464,13443,50311,2449,0.00,0
65536,nginx,490,490,465,13646,49797,2745,0.00,0
65536,nginx,500,500,475,13869,49797,2551,0.00,0
65536,nginx,510,510,472,14096,49797,2320,0.00,0
65536,nginx,520,520,471,14299,49232,2661,0.00,0
65536,nginx,530,530,477,14546,49232,2457,0.00,0
65536,nginx,540,540,461,14748,49232,2283,0.00,0
65536,nginx,550,550,480,14970,48676,2593,0.00,0
65536,nginx,560,560,476,15182,48676,2420,0.00,0
65536,nginx,570,570,469,15390,48150,2720,0.00,0
65536,nginx,580,580,473,15613,48150,2519,0.00,0
65536,nginx,590,590,480,15825,48150,2337,0.00,0
65536,nginx,600,600,491,16056,47591,2648,0.00,0
65536,nginx,610,610,473,16293,47591,2431,0.00,0
65536,nginx,620,620,478,16489,47591,2232,0.00,0
65536,nginx,630,630,475,16723,47024,2587,0.00,0
65536,nginx,640,640,490,16948,47024,2386,0.00,0
65536,nginx,650,650,483,17147,46504,2695,0.00,0
65536,nginx,660,660,480,17385,46504,2482,0.00,0
65536,hog:256,10,10,508,5397,0,60276,0.00,0
65536,hog:256,20,20,456,8117,0,57581,0.00,0
65536,hog:256,30,30,450,10906,0,54787,0.00,0
65536,hog:256,40,40,478,13745,0,51954,0.00,0
65536,hog:256,50,50,481,16346,0,49386,0.00,0
65536,hog:256,60,60,468,18723,0,46992,0.00,0
65536,hog:256,70,70,482,21570,41452,42478,0.00,0
65536,hog:256,80,80,505,24293,40837,832,0.00,0
65536,hog:256,90,90,480,26634,16138,23014,0.14,0
65536,hog:256,100,100,462,29295,16138,20354,0.08,0
65536,hog:256,110,110,479,31975,16138,17714,0.05,0
65536,hog:256,120,120,475,34656,16138,15004,0.01,0
65536,hog:256,130,130,462,37339,16138,12348,0.01,0
65536,hog:256,140,140,476,40007,16138,9674,0.00,0
65536,hog:256,150,150,458,42637,16138,7051,0.00,0
65536,hog:256,160,160,472,45269,16138,4407,0.00,0
65536,hog:256,170,170,479,47974,15395,2264,0.00,0
65536,hog:256,180,180,479,50201,15395,183,0.36,0
65536,hog:256,190,190,498,52681,0,12828,0.83,0
65536,hog:256,200,200,462,55290,0,10148,0.45,0
65536,hog:256,210,210,479,57978,0,7469,0.30,0
65536,hog:256,220,220,472,60618,0,4863,1.43,0
65536,hog:256,230,230,469,63309,0,2165,0.95,0
65536,hog:256,240,0,485,65391,0,195,87.74,0
