ts_unix,elapsed_s,phase,guest_total_mib,guest_used_mib,guest_avail_mib,balloon_target_mib,balloon_held_mib,max_mib,host_fp_mib,psi_some,psi_full,host_free_mib
1781304766,0.0,maxram=4096/idle,3913,173,3740,4096,0,4096,2261,0.00,0.00,35218
1781304768,2.1,maxram=4096/idle,3913,167,3746,4096,0,4096,2266,0.00,0.00,35237
1781304770,4.1,maxram=4096/idle,3913,169,3744,4096,0,4096,2269,0.00,0.00,35186
1781304772,6.1,maxram=4096/idle/n=10,3913,208,3705,4096,0,4096,2313,0.00,0.00,35179
1781304774,8.1,maxram=4096/idle/n=20,3913,230,3683,4096,0,4096,2353,0.00,0.00,34967
1781304776,10.2,maxram=4096/idle/n=40,3913,266,3647,4096,0,4096,2391,0.00,0.00,35160
1781304778,12.2,maxram=4096/idle/n=50,3913,308,3605,4096,0,4096,2444,0.00,0.00,35087
1781304780,14.2,maxram=4096/idle/n=70,3913,309,3604,4096,0,4096,2462,0.00,0.00,35114
1781304782,16.3,maxram=4096/idle/n=80,3913,367,3546,4096,0,4096,2503,0.00,0.00,35003
1781304784,18.3,maxram=4096/idle/n=90,3913,393,3520,4096,0,4096,2527,0.00,0.00,34631
1781304786,20.3,maxram=4096/idle/n=110,3913,407,3506,4096,0,4096,2545,0.00,0.00,35217
1781304788,22.4,maxram=4096/idle/n=120,3913,425,3488,4096,0,4096,2571,0.00,0.00,34641
1781304790,24.4,maxram=4096/idle/n=130,3913,433,3479,4096,0,4096,2601,0.00,0.00,35015
1781304792,26.4,maxram=4096/idle/n=140,3913,482,3431,4096,0,4096,2617,0.00,0.00,34498
1781304794,28.5,maxram=4096/idle/n=160,3913,460,3453,4096,0,4096,2633,0.00,0.00,34998
1781304796,30.5,maxram=4096/idle/n=170,3913,513,3400,4096,0,4096,2659,0.00,0.00,35059
1781304798,32.5,maxram=4096/idle/n=180,3913,501,3412,4096,0,4096,2681,0.00,0.00,35114
1781304800,34.6,maxram=4096/idle/n=190,3913,499,3414,4096,0,4096,2691,0.00,0.00,35135
1781304803,36.6,maxram=4096/idle/n=200,3913,524,3389,4096,0,4096,2702,0.00,0.00,34503
1781304805,38.6,maxram=4096/idle/n=210,3913,552,3360,4096,0,4096,2723,0.00,0.00,35034
1781304807,40.7,maxram=4096/idle/n=220,3913,536,3377,4096,0,4096,2743,0.00,0.00,35042
1781304809,42.7,maxram=4096/idle/n=230,3913,569,3344,4096,0,4096,2753,0.00,0.00,35177
1781304811,44.7,maxram=4096/idle/n=240,3913,596,3317,4096,0,4096,2777,0.00,0.00,34540
1781304813,46.7,maxram=4096/idle/n=260,3913,1467,2446,2105,1991,4096,2789,0.00,0.00,34954
1781304815,48.8,maxram=4096/idle/n=270,3913,2623,1290,2105,1991,4096,2835,0.00,0.00,34916
1781304817,50.8,maxram=4096/idle/n=290,3913,2670,1243,2105,1991,4096,2853,0.00,0.00,35147
1781304819,52.8,maxram=4096/idle/n=310,3913,2673,1240,2105,1991,4096,2885,0.00,0.00,35128
1781304821,54.9,maxram=4096/idle/n=330,3913,2692,1221,2105,1991,4096,2921,0.00,0.00,35294
1781304823,56.9,maxram=4096/idle/n=350,3913,2670,1243,2105,1991,4096,2942,0.00,0.00,35255
1781304825,58.9,maxram=4096/idle/n=370,3913,2711,1202,2105,1991,4096,2966,0.00,0.00,35244
1781304827,61.0,maxram=4096/idle/n=390,3913,2733,1179,2105,1991,4096,2978,0.00,0.00,34730
1781304829,63.0,maxram=4096/idle/n=410,3913,2795,1118,2105,1991,4096,3028,0.00,0.00,35069
1781304831,65.0,maxram=4096/idle/n=430,3913,2818,1095,2105,1991,4096,3055,0.00,0.00,34632
1781304833,67.1,maxram=4096/idle/n=450,3913,2802,1111,2105,1991,4096,3078,0.00,0.00,35033
1781304835,69.1,maxram=4096/idle/n=460,3913,2851,1062,2105,1991,4096,3112,0.00,0.00,34981
1781304837,71.1,maxram=4096/idle/n=480,3913,2902,1011,2105,1991,4096,3157,0.00,0.00,34777
1781304839,73.1,maxram=4096/idle/n=500,3913,2865,1047,2105,1991,4096,3191,0.00,0.00,34991
1781304841,75.2,maxram=4096/nginx,3913,184,3729,4096,0,4096,2297,0.00,0.00,35369
1781304843,77.2,maxram=4096/nginx,3913,215,3697,4096,0,4096,2338,0.00,0.00,35024
1781304845,79.2,maxram=4096/nginx,3913,228,3685,4096,0,4096,2325,0.00,0.00,34858
1781304847,81.3,maxram=4096/nginx,3913,354,3559,4096,0,4096,2483,0.00,0.00,34965
1781304849,83.3,maxram=4096/nginx/n=20,3913,569,3343,4096,0,4096,2701,0.00,0.00,34918
1781304851,85.3,maxram=4096/nginx/n=30,3913,829,3084,4096,0,4096,2958,0.00,0.00,34051
1781304853,87.4,maxram=4096/nginx/n=50,3913,1026,2887,4096,0,4096,3162,0.00,0.00,34206
1781304855,89.4,maxram=4096/nginx/n=60,3913,1219,2694,4096,0,4096,3378,0.00,0.00,33968
1781304857,91.4,maxram=4096/nginx/n=80,3913,1391,2522,4096,0,4096,3562,0.00,0.00,34613
1781304859,93.5,maxram=4096/nginx/n=90,3913,1588,2325,4096,0,4096,3763,0.00,0.00,34569
1781304861,95.5,maxram=4096/nginx/n=100,3913,1749,2164,4096,0,4096,3936,0.00,0.00,34452
1781304863,97.5,maxram=4096/nginx/n=120,3913,1965,1948,4096,0,4096,4140,0.00,0.00,34328
1781304865,99.6,maxram=4096/nginx/n=130,3913,2142,1771,4096,0,4096,4345,0.00,0.00,34186
1781304868,101.6,maxram=4096/nginx/n=140,3913,2344,1569,4096,0,4096,4530,0.00,0.00,34102
1781304870,103.6,maxram=4096/nginx/n=150,3913,2475,1438,4096,0,4096,4702,0.00,0.00,34034
1781304872,105.6,maxram=4096/nginx/n=160,3913,2617,1296,4096,0,4096,4851,0.00,0.00,33956
1781304874,107.7,maxram=4096/nginx/n=180,3913,2801,1112,4096,0,4096,5014,0.00,0.00,33385
1781304876,109.7,maxram=4096/nginx/n=190,3913,2919,994,4096,0,4096,5139,0.00,0.00,33673
1781304878,111.7,maxram=4096/nginx/n=200,3913,3073,840,4096,0,4096,5296,0.00,0.00,33690
1781304880,113.8,maxram=4096/nginx/n=210,3913,3211,702,4096,0,4096,5452,0.00,0.00,33829
1781304882,115.8,maxram=4096/nginx/n=220,3913,3358,555,4096,0,4096,5590,0.00,0.00,34105
1781304884,117.8,maxram=4096/nginx/n=230,3913,3496,417,4096,0,4096,5731,0.00,0.00,34035
1781304886,119.9,maxram=4096/nginx/n=240,3913,3603,310,4096,0,4096,5869,0.00,0.00,33631
1781304888,121.9,maxram=4096/nginx/n=250,3913,3766,147,4096,0,4096,5999,0.00,0.00,33659
1781304890,123.9,maxram=4096/nginx/n=270,3913,3853,60,4096,0,4096,6088,0.00,0.00,33684
1781304892,126.0,maxram=4096/nginx/n=280,3913,3848,65,4096,0,4096,6088,6.34,6.34,33672
1781304915,149.0,maxram=4096/nginx/n=280,0,0,0,4096,0,4096,6074,0.00,0.00,33357
1781304917,151.1,maxram=4096/hog:256,3913,173,3740,4096,0,4096,2266,0.00,0.00,35344
1781304919,153.1,maxram=4096/hog:256,3913,209,3704,4096,0,4096,2321,0.00,0.00,35812
1781304921,155.1,maxram=4096/hog:256,3913,208,3705,4096,0,4096,2326,0.00,0.00,35694
1781304923,157.2,maxram=4096/hog:256/n=10,3913,217,3696,4096,0,4096,2339,0.00,0.00,36056
1781304925,159.2,maxram=4096/hog:256/n=40,3913,229,3684,4096,0,4096,2356,0.00,0.00,36047
1781304927,161.2,maxram=4096/hog:256/n=60,3913,227,3686,4096,0,4096,2363,0.00,0.00,36022
1781304929,163.3,maxram=4096/hog:256/n=90,3913,229,3684,4096,0,4096,2370,0.00,0.00,35749
1781304931,165.3,maxram=4096/hog:256/n=110,3913,239,3674,4096,0,4096,2378,0.00,0.00,35738
1781304933,167.3,maxram=4096/hog:256/n=140,3913,242,3671,4096,0,4096,2382,0.00,0.00,35607
1781304935,169.4,maxram=4096/hog:256/n=160,3913,248,3665,4096,0,4096,2389,0.00,0.00,35938
1781304937,171.4,maxram=4096/hog:256/n=190,3913,260,3652,4096,0,4096,2399,0.00,0.00,35949
1781304939,173.4,maxram=4096/hog:256/n=210,3913,267,3646,4096,0,4096,2408,0.00,0.00,35665
1781304941,175.4,maxram=4096/hog:256/n=230,3913,272,3641,4096,0,4096,2417,0.00,0.00,35904
1781304943,177.5,maxram=4096/hog:256/n=260,3913,279,3634,4096,0,4096,2425,0.00,0.00,35909
1781304945,179.5,maxram=4096/hog:256/n=280,3913,286,3627,4096,0,4096,2432,0.00,0.00,35690
